image_path,question_type,question,variants,answer
images/war-and-peace.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Основною проблемою під час відключень є погане підключення до Інтернету
b) Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
c) Постійні напади Росії на Київ лише злили киян і зробили їх витривалішими
d) Олаф Шольц виступив проти постачання Україні ракет великої дальності Taurus",Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
images/war-and-peace.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Вибух на Кримському мосту
b) Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
c) Відбулася чергова Рамштайнська конференція. Однією з головних тем була авіація для України.
d) Канцлер Олаф Шольц продовжує відмовлятися від надання Україні ракет Taurus",Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
images/war-and-peace.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Коли російські війська підірвали Каховську ГЕС, ООН довго не реагувала. Однак вони опублікували твіт, щоб привітати всіх з Днем російської мови
b) Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
c) Збройні сили України розпочали контрнаступ на Харківщині
d) У бою загинуло 50 тис. російських військ",Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
images/war-and-peace.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Родичам російських військових КІА в якості компенсації дісталися автомобілі Lada
b) Беар Ґріллс відвідує Київ
c) Однак Пригожин, мабуть, домовився з Путіним і вирішив повернути назад, незважаючи на те, що він дуже близький до Москви.
d) Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція",Російська влада заборонила називати російське вторгнення &quot;війною&quot;. Це спеціальна військова операція
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Знищений російськими окупантами легендарний український літак АН-225 Мрія
b) Росія обстрілює цивільну інфраструктуру в Україні, викликаючи відключення світла
c) Росія святкує День Перемоги 9 травня 2022 року
d) Через кілька днів стало зрозуміло, що Україна все ще тримається","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Публікація фейкових новин про викладання портретів біля трупів російських солдатів
b) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
c) Російський А-50 збили українці
d) Через кілька днів стало зрозуміло, що Україна все ще тримається","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022
b) Російська армія зазнає значних втрат
c) Через кілька днів стало зрозуміло, що Україна все ще тримається
d) Росія продовжує обстріли цивільної інфраструктури України","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Українці успішно використовують HIMARS для ударів по ворогу
b) Через кілька днів стало зрозуміло, що Україна все ще тримається
c) Київський блогер Йосип Гусак прикріпив плакат до автомобілів ООН на знак протесту проти безреагування ООН на руйнування Росією Каховської ГЕС
d) Російська армія не змогла втримати позицій і відступила з острова Зміїний","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) У єгипетській Хургаді акула з&#39;їла росіянина
b) Черговий напад на Кримський міст
c) Через кілька днів стало зрозуміло, що Україна все ще тримається
d) Держсекретар США Ентоні Блінкен пожартував, що російська армія є другою за силою армією. В Україні","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Через кілька днів стало зрозуміло, що Україна все ще тримається
b) Постійні напади Росії на Київ лише злили киян і зробили їх витривалішими
c) ХІМАРС став дуже ефективним інструментом у знищенні російської військової інфраструктури
d) Макрон заявив, що Франція планує посилити військову підтримку Києва","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Через кілька днів стало зрозуміло, що Україна все ще тримається
b) Документальний фільм &quot;Навальний&quot; отримав &quot;Оскар&quot;.
c) З боку України атакували штаб Чорноморського флоту в Севастополі
d) Росія завдала масованого ракетного удару по Україні в перші дні 2024 року","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Виявилося, що російські військові копали окопи в Чорнобильській зоні
b) Однак Пригожин, мабуть, домовився з Путіним і вирішив повернути назад, незважаючи на те, що він дуже близький до Москви.
c) Через кілька днів стало зрозуміло, що Україна все ще тримається
d) Поки Росія посилює свої атаки, українська протиповітряна оборона активно працює","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Постійні напади Росії на Київ лише злили киян і зробили їх витривалішими
b) 4 квітня НАТО відзначила 75-річчя
c) Всупереч очікуванням західних експертів і політиків, Україна не піддалася російському вторгненню
d) Через кілька днів стало зрозуміло, що Україна все ще тримається","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/scale-of-ukrainian-heroism.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Співробітники Служби безпеки України затримали близького соратника Путіна та українського політика Віктора Медведчука
b) Кияни стали свідками дивного спалаху світла – виявилося, що це метеор
c) Через кілька днів стало зрозуміло, що Україна все ще тримається
d) Президент Європейської Ради Шарль Мішель відвідав Київ","Через кілька днів стало зрозуміло, що Україна все ще тримається"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Численні вибухи в Криму продовжуються
b) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
c) Росія помилялася, вважаючи, що Україна стане легкою мішенню
d) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Міністерство оборони України подякувало спільноті NAFO у Twitter
b) 8 липня Росія атакувала найбільшу в Україні дитячу лікарню Охматдит
c) Велика Британія оголосила, що постачає в Україну ракети дальньої дії Storm Shadows
d) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна атакувала склад російських ракет у Торопівці
b) США заявили, що відправлять в Україну ракетні комплекси HIMARS
c) Начебто українська атака на військову авіабазу в Криму
d) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Збройні сили України розпочали контрнаступ на Харківщині
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) Україна атакувала склад російських ракет у Торопівці
d) 200 000 росіян загинули в боях з 24 лютого 2022 року","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Всупереч очікуванням західних експертів і політиків, Україна не піддалася російському вторгненню
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) Російська армія під час відступу з Херсона викрала єнота з місцевого зоопарку
d) Черговий напад на Кримський міст","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Ілон Маск опублікував мем із Володимиром Зеленським. «Коли минуло 5 хвилин, а ти не попросив мільярд доларів допомоги»
b) В Україні помітили полярне сяйво
c) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
d) У травні 2023 року ППО збила над Києвом понад 250 ракет і безпілотників","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Українські політики постійно підтримують зв&#39;язок зі своїми європейськими союзниками
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) В Україні ухвалили закон про скасування переходу на літній час
d) Міжнародний кримінальний суд у Гаазі видав ордер на арешт Путіна","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Начебто українська атака на військову авіабазу в Криму
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) 200 000 росіян загинули в боях з 24 лютого 2022 року
d) Румунія виграла футбольний матч Євро-2024 з Україною","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Начебто українська атака на військову авіабазу в Криму
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) На нафтобазі в Севастополі стався вибух
d) Повітряні тривоги стали звичними для Кримського мосту, оскільки українські атаки посилюються","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/ghost-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"a) Системи «Патріот» справді добре захищають Київ
b) Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна
c) Росія планувала захопити Київ за 3 дні. Але це не могло
d) Черговий напад на Кримський міст","Росія не змогла встановити перевагу в повітрі в Україні, коли почалася війна"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
b) В ООН засудили атаку України на об&#39;єкти в Татарстані
c) Понад 10 днів Київ прожив без авіаційної тривоги
d) Путін явно злякався після того, як Прогожин заявив про свої цілі","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) США розпочали тренінги для українських військових з використання HIMARS
b) Такер Карлсон взяв інтерв&#39;ю у Володимира Путіна
c) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
d) Фінляндія вступила в НАТО","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) 8 липня Росія атакувала найбільшу в Україні дитячу лікарню Охматдит
b) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
c) Міністерство оборони України подякувало спільноті NAFO у Twitter
d) Українці не могли не читати про абсурдні та захоплюючі події в Росії","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Ukraine celebrates Vyshyvanka Day
b) Російська армія зазнає значних втрат
c) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
d) В Україні ухвалили закон про скасування переходу на літній час","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Офіційний акаунт Сімпсонів підтримав Україну 26 лютого
b) Росія заявила, що Україна планує застосувати брудну бомбу
c) Швидко та ефективно відрізнити українців від росіян стало дуже важливо
d) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Росія помилялася, вважаючи, що Україна стане легкою мішенню
b) Однак Пригожин, мабуть, домовився з Путіним і вирішив повернути назад, незважаючи на те, що він дуже близький до Москви.
c) Українці успішно використовують HIMARS для ударів по ворогу
d) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна почала наступ на російську Курську область
b) Джо Байден несподівано прибув до Києва
c) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
d) 24 лютого російський ракетний корабель «Москва» з 13 прикордонниками наблизився до українського острова Зміїний","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) В ООН засудили атаку України на об&#39;єкти в Татарстані
b) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
c) 9 березня українці відзначають день народження свого народного поета Тараса Шевченка
d) Після звільнення Київської області українські рятувальники врятували кота з верхніх поверхів зруйнованого будинку","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) В ООН засудили атаку України на об&#39;єкти в Татарстані
b) Кияни стали свідками дивного спалаху світла – виявилося, що це метеор
c) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
d) Українські атаки на Росію посилюються","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/sunflower-seeds.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія не змогла втримати позицій і відступила з острова Зміїний
b) Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»
c) Станом на квітень 2024 року Україна вийшла на 15% російських НПЗ.
d) Євген Пригожин загинув в авіакатастрофі","Українка сказала російському солдату: «Поклади соняшникове насіння в кишеню, щоб воно виросло, коли ти помреш»"
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Російська армія під час відступу з Херсона викрала єнота з місцевого зоопарку
b) Знищений російськими окупантами легендарний український літак АН-225 Мрія
c) 100 днів триває війна
d) Джо Байден несподівано прибув до Києва",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Знищений російськими окупантами легендарний український літак АН-225 Мрія
b) У Москві пройшов традиційний парад Перемоги. Був лише один танк.
c) Постійні напади Росії на Київ лише злили киян і зробили їх витривалішими
d) Український гурт Kalush Orchestra переміг на пісенному конкурсі Євробачення 2022",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Знищений російськими окупантами легендарний український літак АН-225 Мрія
b) Українські хлібороби вступили в боротьбу проти російської армії
c) Вибух на Кримському мосту
d) У травні Росія 17 разів атакувала Київ ракетами та безпілотниками-камікадзе",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Знищений російськими окупантами легендарний український літак АН-225 Мрія
b) Росія помилялася, вважаючи, що Україна стане легкою мішенню
c) 24 лютого російський ракетний корабель «Москва» з 13 прикордонниками наблизився до українського острова Зміїний
d) Новий рік 2024",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Євген Пригожин загинув в авіакатастрофі
b) Знищений російськими окупантами легендарний український літак АН-225 Мрія
c) Черговий напад на Кримський міст
d) Близького соратника Путіна Віктора Медведчука обміняли на українських військовополонених",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Українські бренди почали планувати повернення до Криму
b) Знищений російськими окупантами легендарний український літак АН-225 Мрія
c) Українці звикають до постійних обстрілів з боку Росії
d) Джо Байден несподівано прибув до Києва",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Великдень
b) Успіхи України на Харківщині принесли генералу Залужному величезну популярність
c) Знищений російськими окупантами легендарний український літак АН-225 Мрія
d) Системи «Патріот» справді добре захищають Київ",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Знищений російськими окупантами легендарний український літак АН-225 Мрія
b) Фінляндія вступила в НАТО
c) Україна продовжує збивати російські вертольоти
d) У бою загинуло 50 тис. російських військ",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) Україна атакувала склад російських ракет у Торопівці
b) Українські політики постійно підтримують зв&#39;язок зі своїми європейськими союзниками
c) Знищений російськими окупантами легендарний український літак АН-225 Мрія
d) Терористи ХАМАС атакували Ізраїль 7 жовтня",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/mriya.webp,event_ua,Про яку подію йдеться у цьому мемі?,"a) У бою загинуло 250 тисяч росіян
b) Держсекретар США Ентоні Блінкен пожартував, що російська армія є другою за силою армією. В Україні
c) Росія святкує День Перемоги 9 травня 2022 року
d) Знищений російськими окупантами легендарний український літак АН-225 Мрія",Знищений російськими окупантами легендарний український літак АН-225 Мрія
images/palyanytsia.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"a) Станом на квітень 2024 року Україна вийшла на 15% російських НПЗ.
b) Швидко та ефективно відрізнити українців від росіян стало дуже важливо
c) Уряд Росії заблокував YouTube у країні
d) Електрики ефективно відновлюють пошкоджену інфраструктуру",Швидко та ефективно відрізнити українців від росіян стало дуже важливо
